,date,trans,volatil,bidask,price,volume,transpm,goog_idx,epu_idx,exp.sem
161,8/4/2016 0:00,-3591.0,-0.645743992,0.186620277,-0.3127036,-9093416.7,-224.478395,-7.34210526,42.64,0.24225
162,8/5/2016 0:00,-32575.0,0.183218841,-0.005727164,2.8632898,6909226.76,-76.1401235,-7.34210527,89.43,0.2587
163,8/6/2016 0:00,-3255.0,-0.07764975,-0.058251191,15.0453426,-3573382.47,104.8742284,4.07894737,76.61,-0.000533333
164,8/7/2016 0:00,42881.0,0.252722724,-0.037290665,-0.1862786,-5614216.89,-62.5518518,0.81578947,60.56,-0.06788
165,8/8/2016 0:00,-3895.0,-0.473694057,0.057906361,-3.0945669,507926.7,34.3155864,-1.63157894,108.83,0.028133333
166,8/9/2016 0:00,13340.0,0.116333713,-0.130948527,3.7644569,21362614.66,-78.7453241,-1.63157895,61.67,0.151911111
167,8/10/2016 0:00,9775.0,-0.201110884,-0.318650843,2.6302677,-11630939.53,-50.025,-2.44736842,81.76,0.208208333
168,8/11/2016 0:00,-21542.0,-0.012676278,0.023100777,-6.1325988,-9540435.33,40.9429167,-0.81578948,43.24,0.2019
169,8/12/2016 0:00,-18404.0,-0.089017711,0.005711322,-0.0905379999999,-4476001.59,-55.0419445,-2.44736842,63.0,0.147538462
170,8/13/2016 0:00,-14395.0,0.343702855,-0.063561677,-10.5781364,9471131.44,64.5401389,-0.81578947,55.14,0.03866
171,8/14/2016 0:00,2722.0,-0.123753422,0.010850807,-6.9278465,-1265611.15,-3.0990972,3.26315789,137.71,0.09055
172,8/15/2016 0:00,51535.0,0.051112931,-0.057055623,3.4010017,3148302.1,18.9259722,0.0,91.36,0.209957143
173,8/16/2016 0:00,-16428.0,0.318741257,0.006493344,2.798039,215097.87,-62.9199305,0.0,105.49,0.024327273
174,8/17/2016 0:00,1538.0,-0.585354817,0.014770684,-0.7779997,2400415.16,-41.1627778,0.0,83.6,0.239981818
175,8/18/2016 0:00,6554.0,0.046793042,0.138394221,0.3317458,-8674796.58,-14.1694445,-2.44736842,59.73,0.1898
176,8/19/2016 0:00,-37871.0,-0.084579005,-0.02281564,3.0381341,469456.44,-23.2471527,0.0,56.17,0.022752632
177,8/20/2016 0:00,-23320.0,-0.013483657,-0.046671736,3.4187021,-2691896.5,6.9590972,-0.81578947,53.76,0.304384615
178,8/21/2016 0:00,43469.0,0.174295717,-0.023146225,2.6050877,6015337.97,-3.2159722,1.63157895,44.8,0.026621053
179,8/22/2016 0:00,10648.0,-0.202572028,-0.105218804,0.6164893,-304207.86,83.9404861,3.26315789,39.89,0.105790476
180,8/23/2016 0:00,-3891.0,-0.038323805,0.003720556,-2.9982562,-2790583.25,-59.3941667,0.0,40.46,0.044616129
181,8/24/2016 0:00,-1121.0,0.484224556,0.010307884,-4.9077139,1577138.07,5.7360417,0.57894737,43.23,0.00102
182,8/25/2016 0:00,-7242.0,-0.556876535,-0.028319727,2.1004224,-6800152.75,-15.1140278,-4.63157895,83.01,-0.000130769
183,8/26/2016 0:00,-35669.0,0.076669434,0.038964822,-5.0184524,-1339921.12,19.1614583,2.31578948,117.24,0.06956875
184,8/27/2016 0:00,-16609.0,-0.063393693,0.011685851,-1.6571893,-4116181.887,-42.0972916,1.15789473,139.2,0.04049375
185,8/28/2016 0:00,50793.0,0.047022621,-0.010469931,2.5081244,6163643.417,2.4184722,-1.15789473,86.28,0.099552941
186,8/29/2016 0:00,26720.0,0.147852395,-0.006408477,2.2633872,2844232.09,2.6215278,-1.73684211,87.44,0.105052941
187,8/30/2016 0:00,-26642.0,0.327218382,0.012348239,-3.2000165,616100.13,-12.7314584,-2.89473684,46.48,0.159631429
188,8/31/2016 0:00,12106.0,0.321514002,-0.243966408,1.0792058,-1526120.59,11.0495834,5.21052632,45.98,0.145977778
189,9/1/2016 0:00,-11610.0,0.109026634,-0.230212489,1.9701602,111557.31,-20.765,-4.05263158,38.52,0.1454
190,9/2/2016 0:00,-43652.0,-0.052194028,-0.066768262,4.8300831,24248827.71,26.7225,1.7368421,40.85,0.095722222
191,9/3/2016 0:00,1040.0,-0.251266471,-0.077457998,22.6989498,-16142685.06,148.3745833,1.73684211,11.49,0.21705
192,9/4/2016 0:00,44439.0,0.236651231,0.09092428,2.2419339,-272066.52,-61.1238194,1.15789473,75.51,0.256625
193,9/5/2016 0:00,4435.0,-0.234446169,-0.002049807,1.4642258,-8979834.19,-47.7539584,0.0,145.01,0.085190909
194,9/6/2016 0:00,18691.0,-0.156941144,-0.128668107,3.7318411,1572437.37,-68.1679861,-0.57894736,30.28,0.016655
195,9/7/2016 0:00,-23803.0,-0.134120239,0.017775923,10.0356434,6685862.52,90.6406945,1.7368421,22.17,0.260388889
196,9/8/2016 0:00,-6472.0,0.292814718,0.156444456,2.1129724,-6015679.0,-12.7246528,2.31578947,27.04,0.097164286
197,9/9/2016 0:00,-27214.0,-0.512444833,0.039808359,1.9351122,-3601996.38,-75.2458334,-1.7368421,35.65,0.097234783
198,9/10/2016 0:00,-12929.0,0.614315546,0.035773996,-3.4187807,6868348.92,91.4144445,-2.89473684,33.11,0.0915
199,9/11/2016 0:00,28258.0,0.34732219,0.115208436,-12.4098254,4174677.59,-37.2855556,2.89473684,50.18,0.289785714
200,9/12/2016 0:00,31237.0,-0.485601228,0.061195178,1.8093172,8206800.29,-38.4142361,0.57894737,39.54,0.13254375
201,9/13/2016 0:00,-8086.0,0.027173353,-0.021630917,1.6868415,-17899551.57,-12.6778472,-3.47368421,67.65,0.238214286
202,9/14/2016 0:00,1688.0,-0.700955016,-0.133492032,-3.0052145,-2136482.78,-23.6480556,4.05263158,28.87,0.294821739
203,9/15/2016 0:00,-22360.0,0.235090208,-0.010061412,-0.4544067,-450523.61,-0.1621527,-3.47368421,30.61,0.173251852
204,9/16/2016 0:00,4401.0,0.209151841,-0.03096547,-1.2573249,-3850497.186,-6.2659723,-0.57894737,44.18,0.212811111
205,9/17/2016 0:00,-23926.0,-0.429942222,0.059779595,0.8943431,542021.081,30.3675695,-1.73684211,26.59,0.07768
206,9/18/2016 0:00,31937.0,0.009021153,-0.115732591,1.0247597,4051665.105,-13.1864583,1.15789474,97.8,0.106453846
207,9/19/2016 0:00,20775.0,0.272552499,-0.001629455,-0.6834878,656903.38,-11.6681945,1.7368421,74.44,0.2939375
208,9/20/2016 0:00,-5099.0,1.654418808,0.073247201,-9.1157071,8099607.65,83.5088195,0.0,58.92,0.059228571
